time_req_entrance,time_req_pharmacy,time_req_registration,time_req_waiting_area,size_entrance_x,size_entrance_y,size_pharmacy_x,size_pharmacy_y,size_registration_x,size_registration_y,size_waiting_area_x,size_waiting_area_y,creation_rate,infected_rate,transmission_rate,transmissions,agents,average_transmissions
10,15,20,60,20,10,18,16,5,5,10,10,0.1,0.1,0.1,6.65,99.48,0.06612083037436899
10,15,20,60,20,10,18,18,5,5,10,10,0.1,0.1,0.1,5.69,100.36,0.056065830393874826
10,15,20,60,20,10,18,20,5,5,10,10,0.1,0.1,0.1,6.48,100.3,0.0638160794255589
10,15,20,60,20,10,18,22,5,5,10,10,0.1,0.1,0.1,5.78,98.77,0.058119491390095215
10,15,20,60,20,10,18,24,5,5,10,10,0.1,0.1,0.1,6.34,100.27,0.06258065850068839
10,15,20,60,20,10,20,8,5,5,10,10,0.1,0.1,0.1,5.48,100.46,0.054340697459667825
10,15,20,60,20,10,20,10,5,5,10,10,0.1,0.1,0.1,6.36,99.77,0.06225795001831206
10,15,20,60,20,10,20,12,5,5,10,10,0.1,0.1,0.1,6.05,100.14,0.059559747964143046
10,15,20,60,20,10,20,14,5,5,10,10,0.1,0.1,0.1,5.67,100.12,0.05670543429159624
10,15,20,60,20,10,20,16,5,5,10,10,0.1,0.1,0.1,6.2,100.29,0.06090263765768149
10,15,20,60,20,10,20,18,5,5,10,10,0.1,0.1,0.1,5.79,99.27,0.05781770473760072
10,15,20,60,20,10,20,20,5,5,10,10,0.1,0.1,0.1,6.41,100.5,0.06289090871834618
10,15,20,60,20,10,20,22,5,5,10,10,0.1,0.1,0.1,5.82,98.45,0.0584256630116644
10,15,20,60,20,10,20,24,5,5,10,10,0.1,0.1,0.1,5.7,101.04,0.05585513179916154
10,15,20,60,20,10,22,8,5,5,10,10,0.1,0.1,0.1,6.78,101.44,0.06575978902527851
10,15,20,60,20,10,22,10,5,5,10,10,0.1,0.1,0.1,5.53,101.44,0.053515380121909935
10,15,20,60,20,10,22,12,5,5,10,10,0.1,0.1,0.1,6.76,98.89,0.06812272853161665
10,15,20,60,20,10,22,14,5,5,10,10,0.1,0.1,0.1,5.96,100.82,0.05826946179428972
10,15,20,60,20,10,22,16,5,5,10,10,0.1,0.1,0.1,6.62,98.63,0.06608202765491736
10,15,20,60,20,10,22,18,5,5,10,10,0.1,0.1,0.1,6.97,100.49,0.06899964045438345
10,15,20,60,20,10,22,20,5,5,10,10,0.1,0.1,0.1,5.58,99.02,0.05582617486747646
10,15,20,60,20,10,22,22,5,5,10,10,0.1,0.1,0.1,5.59,99.11,0.05595179626838178
10,15,20,60,20,10,22,24,5,5,10,10,0.1,0.1,0.1,5.85,99.97,0.05779767667999934
10,15,20,60,20,10,24,8,5,5,10,10,0.1,0.1,0.1,5.67,100.39,0.05575938619559816
10,15,20,60,20,10,24,10,5,5,10,10,0.1,0.1,0.1,5.22,99.53,0.050942843251561835
10,15,20,60,20,10,24,12,5,5,10,10,0.1,0.1,0.1,6.36,99.86,0.06306336721168668
10,15,20,60,20,10,24,14,5,5,10,10,0.1,0.1,0.1,5.82,100.23,0.05738153343044511
10,15,20,60,20,10,24,16,5,5,10,10,0.1,0.1,0.1,5.62,99.91,0.05612615653390405
10,15,20,60,20,10,24,18,5,5,10,10,0.1,0.1,0.1,6.61,98.63,0.06686312470138399
10,15,20,60,20,10,24,20,5,5,10,10,0.1,0.1,0.1,5.83,99.48,0.0581283533356721
10,15,20,60,20,10,24,22,5,5,10,10,0.1,0.1,0.1,6.4,100.13,0.0631263210505084
10,15,20,60,20,10,24,24,5,5,10,10,0.1,0.1,0.1,6.55,100.15,0.06506786408712396
